date,division,admissions_observed,source
2020-01-25,Mymensingh,0,kaggle_shampabanik12
2020-01-25,Rajshahi,0,kaggle_shampabanik12
2020-01-25,Rangpur,0,kaggle_shampabanik12
2020-01-25,Sylhet,0,kaggle_shampabanik12
2020-01-26,Barishal,0,kaggle_shampabanik12
2020-01-26,Chattogram,0,kaggle_shampabanik12
2020-01-26,Dhaka,2,kaggle_shampabanik12
2020-01-26,Khulna,0,kaggle_shampabanik12
2020-01-26,Mymensingh,0,kaggle_shampabanik12
2020-01-26,Rajshahi,0,kaggle_shampabanik12
2020-01-26,Rangpur,0,kaggle_shampabanik12
2020-01-26,Sylhet,0,kaggle_shampabanik12
2020-01-27,Barishal,0,kaggle_shampabanik12
2020-01-27,Chattogram,0,kaggle_shampabanik12
2020-01-27,Dhaka,7,kaggle_shampabanik12
2020-01-27,Khulna,0,kaggle_shampabanik12
2020-01-27,Mymensingh,0,kaggle_shampabanik12
2020-01-27,Rajshahi,0,kaggle_shampabanik12
2020-01-27,Rangpur,0,kaggle_shampabanik12
2020-01-27,Sylhet,0,kaggle_shampabanik12
2020-01-28,Barishal,0,kaggle_shampabanik12
2020-01-28,Chattogram,1,kaggle_shampabanik12
2020-01-28,Dhaka,3,kaggle_shampabanik12
2020-01-28,Khulna,0,kaggle_shampabanik12
2020-01-28,Mymensingh,2,kaggle_shampabanik12
2020-01-28,Rajshahi,0,kaggle_shampabanik12
2020-01-28,Rangpur,0,kaggle_shampabanik12
2020-01-28,Sylhet,0,kaggle_shampabanik12
2020-01-29,Barishal,0,kaggle_shampabanik12
2020-01-29,Chattogram,0,kaggle_shampabanik12
2020-01-29,Dhaka,1,kaggle_shampabanik12
2020-01-29,Khulna,0,kaggle_shampabanik12
2020-01-29,Mymensingh,0,kaggle_shampabanik12
2020-01-29,Rajshahi,0,kaggle_shampabanik12
2020-01-29,Rangpur,0,kaggle_shampabanik12
2020-01-29,Sylhet,0,kaggle_shampabanik12
2020-01-30,Barishal,0,kaggle_shampabanik12
2020-01-30,Chattogram,1,kaggle_shampabanik12
2020-01-30,Dhaka,1,kaggle_shampabanik12
2020-01-30,Khulna,0,kaggle_shampabanik12
2020-01-30,Mymensingh,0,kaggle_shampabanik12
2020-01-30,Rajshahi,0,kaggle_shampabanik12
2020-01-30,Rangpur,0,kaggle_shampabanik12
2020-01-30,Sylhet,0,kaggle_shampabanik12
2021-02-04,Barishal,0,kaggle_shampabanik12
2021-02-04,Chattogram,0,kaggle_shampabanik12
2021-02-04,Dhaka,2,kaggle_shampabanik12
2021-02-04,Khulna,0,kaggle_shampabanik12
2021-02-04,Mymensingh,0,kaggle_shampabanik12
2021-02-04,Rajshahi,0,kaggle_shampabanik12
2021-02-04,Rangpur,0,kaggle_shampabanik12
2021-02-04,Sylhet,0,kaggle_shampabanik12
2021-12-13,Barishal,2,kaggle_shampabanik12
2021-12-13,Chattogram,23,kaggle_shampabanik12
2021-12-13,Dhaka,15,kaggle_shampabanik12
2021-12-13,Khulna,2,kaggle_shampabanik12
2021-12-13,Mymensingh,0,kaggle_shampabanik12
2021-12-13,Rajshahi,0,kaggle_shampabanik12
2021-12-13,Rangpur,0,kaggle_shampabanik12
2021-12-13,Sylhet,0,kaggle_shampabanik12
2021-12-14,Barishal,3,kaggle_shampabanik12
2021-12-14,Chattogram,9,kaggle_shampabanik12
2021-12-14,Dhaka,27,kaggle_shampabanik12
2021-12-14,Khulna,1,kaggle_shampabanik12
2021-12-14,Mymensingh,0,kaggle_shampabanik12
2021-12-14,Rajshahi,0,kaggle_shampabanik12
2021-12-14,Rangpur,0,kaggle_shampabanik12
2021-12-14,Sylhet,0,kaggle_shampabanik12
2021-12-15,Barishal,0,kaggle_shampabanik12
2021-12-15,Chattogram,2,kaggle_shampabanik12
2021-12-15,Dhaka,12,kaggle_shampabanik12
2021-12-15,Khulna,1,kaggle_shampabanik12
2021-12-15,Mymensingh,1,kaggle_shampabanik12
2021-12-15,Rajshahi,0,kaggle_shampabanik12
2021-12-15,Rangpur,0,kaggle_shampabanik12
2021-12-15,Sylhet,0,kaggle_shampabanik12
2021-12-16,Barishal,1,kaggle_shampabanik12
2021-12-16,Chattogram,2,kaggle_shampabanik12
2021-12-16,Dhaka,12,kaggle_shampabanik12
2021-12-16,Khulna,0,kaggle_shampabanik12
2021-12-16,Mymensingh,1,kaggle_shampabanik12
2021-12-16,Rajshahi,0,kaggle_shampabanik12
2021-12-16,Rangpur,0,kaggle_shampabanik12
2021-12-16,Sylhet,0,kaggle_shampabanik12
2021-12-17,Barishal,0,kaggle_shampabanik12
2021-12-17,Chattogram,0,kaggle_shampabanik12
2021-12-17,Dhaka,14,kaggle_shampabanik12
2021-12-17,Khulna,0,kaggle_shampabanik12
2021-12-17,Mymensingh,0,kaggle_shampabanik12
2021-12-17,Rajshahi,0,kaggle_shampabanik12
2021-12-17,Rangpur,0,kaggle_shampabanik12
2021-12-17,Sylhet,0,kaggle_shampabanik12
2021-12-18,Barishal,0,kaggle_shampabanik12
2021-12-18,Chattogram,5,kaggle_shampabanik12
2021-12-18,Dhaka,21,kaggle_shampabanik12
2021-12-18,Khulna,0,kaggle_shampabanik12
2021-12-18,Mymensingh,0,kaggle_shampabanik12
2021-12-18,Rajshahi,2,kaggle_shampabanik12
2021-12-18,Rangpur,0,kaggle_shampabanik12
2021-12-18,Sylhet,0,kaggle_shampabanik12
2021-12-19,Barishal,0,kaggle_shampabanik12
2021-12-19,Chattogram,26,kaggle_shampabanik12
2021-12-19,Dhaka,20,kaggle_shampabanik12
2021-12-19,Khulna,3,kaggle_shampabanik12
2021-12-19,Mymensingh,1,kaggle_shampabanik12
2021-12-19,Rajshahi,0,kaggle_shampabanik12
2021-12-19,Rangpur,0,kaggle_shampabanik12
2021-12-19,Sylhet,0,kaggle_shampabanik12
2021-12-20,Barishal,2,kaggle_shampabanik12
2021-12-20,Chattogram,19,kaggle_shampabanik12
2021-12-20,Dhaka,18,kaggle_shampabanik12
2021-12-20,Khulna,0,kaggle_shampabanik12
2021-12-20,Mymensingh,0,kaggle_shampabanik12
2021-12-20,Rajshahi,0,kaggle_shampabanik12
2021-12-20,Rangpur,0,kaggle_shampabanik12
2021-12-20,Sylhet,0,kaggle_shampabanik12
2021-12-21,Barishal,0,kaggle_shampabanik12
2021-12-21,Chattogram,1,kaggle_shampabanik12
2021-12-21,Dhaka,12,kaggle_shampabanik12
2021-12-21,Khulna,0,kaggle_shampabanik12
2021-12-21,Mymensingh,0,kaggle_shampabanik12
2021-12-21,Rajshahi,0,kaggle_shampabanik12
2021-12-21,Rangpur,0,kaggle_shampabanik12
2021-12-21,Sylhet,0,kaggle_shampabanik12
2021-12-22,Barishal,0,kaggle_shampabanik12
2021-12-22,Chattogram,57,kaggle_shampabanik12
2021-12-22,Dhaka,10,kaggle_shampabanik12
2021-12-22,Khulna,1,kaggle_shampabanik12
2021-12-22,Mymensingh,1,kaggle_shampabanik12
2021-12-22,Rajshahi,0,kaggle_shampabanik12
2021-12-22,Rangpur,0,kaggle_shampabanik12
2021-12-22,Sylhet,0,kaggle_shampabanik12
2021-12-23,Barishal,1,kaggle_shampabanik12
2021-12-23,Chattogram,14,kaggle_shampabanik12
2021-12-23,Dhaka,9,kaggle_shampabanik12
2021-12-23,Khulna,0,kaggle_shampabanik12
2021-12-23,Mymensingh,0,kaggle_shampabanik12
2021-12-23,Rajshahi,0,kaggle_shampabanik12
2021-12-23,Rangpur,0,kaggle_shampabanik12
2021-12-23,Sylhet,0,kaggle_shampabanik12
2021-12-24,Barishal,0,kaggle_shampabanik12
2021-12-24,Chattogram,0,kaggle_shampabanik12
2021-12-24,Dhaka,7,kaggle_shampabanik12
2021-12-24,Khulna,0,kaggle_shampabanik12
2021-12-24,Mymensingh,0,kaggle_shampabanik12
2021-12-24,Rajshahi,0,kaggle_shampabanik12
2021-12-24,Rangpur,0,kaggle_shampabanik12
2021-12-24,Sylhet,0,kaggle_shampabanik12
2021-12-25,Barishal,0,kaggle_shampabanik12
2021-12-25,Chattogram,0,kaggle_shampabanik12
2021-12-25,Dhaka,16,kaggle_shampabanik12
2021-12-25,Khulna,1,kaggle_shampabanik12
2021-12-25,Mymensingh,0,kaggle_shampabanik12
2021-12-25,Rajshahi,1,kaggle_shampabanik12
2021-12-25,Rangpur,0,kaggle_shampabanik12
2021-12-25,Sylhet,0,kaggle_shampabanik12
2021-12-26,Barishal,0,kaggle_shampabanik12
2021-12-26,Chattogram,3,kaggle_shampabanik12
2021-12-26,Dhaka,4,kaggle_shampabanik12
2021-12-26,Khulna,0,kaggle_shampabanik12
2021-12-26,Mymensingh,0,kaggle_shampabanik12
2021-12-26,Rajshahi,0,kaggle_shampabanik12
2021-12-26,Rangpur,0,kaggle_shampabanik12
2021-12-26,Sylhet,0,kaggle_shampabanik12
2021-12-27,Barishal,0,kaggle_shampabanik12
2021-12-27,Chattogram,2,kaggle_shampabanik12
2021-12-27,Dhaka,7,kaggle_shampabanik12
2021-12-27,Khulna,0,kaggle_shampabanik12
2021-12-27,Mymensingh,1,kaggle_shampabanik12
2021-12-27,Rajshahi,0,kaggle_shampabanik12
2021-12-27,Rangpur,0,kaggle_shampabanik12
2021-12-27,Sylhet,0,kaggle_shampabanik12
2021-12-28,Barishal,0,kaggle_shampabanik12
2021-12-28,Chattogram,7,kaggle_shampabanik12
2021-12-28,Dhaka,6,kaggle_shampabanik12
2021-12-28,Khulna,0,kaggle_shampabanik12
2021-12-28,Mymensingh,0,kaggle_shampabanik12
2021-12-28,Rajshahi,0,kaggle_shampabanik12
2021-12-28,Rangpur,0,kaggle_shampabanik12
2021-12-28,Sylhet,0,kaggle_shampabanik12
2021-12-29,Barishal,0,kaggle_shampabanik12
2021-12-29,Chattogram,1,kaggle_shampabanik12
2021-12-29,Dhaka,9,kaggle_shampabanik12
2021-12-29,Khulna,0,kaggle_shampabanik12
2021-12-29,Mymensingh,1,kaggle_shampabanik12
2021-12-29,Rajshahi,0,kaggle_shampabanik12
2021-12-29,Rangpur,0,kaggle_shampabanik12
2021-12-29,Sylhet,0,kaggle_shampabanik12
2021-12-30,Barishal,0,kaggle_shampabanik12
2021-12-30,Chattogram,28,kaggle_shampabanik12
2021-12-30,Dhaka,3,kaggle_shampabanik12
2021-12-30,Khulna,0,kaggle_shampabanik12
2021-12-30,Mymensingh,0,kaggle_shampabanik12
2021-12-30,Rajshahi,0,kaggle_shampabanik12
2021-12-30,Rangpur,0,kaggle_shampabanik12
2021-12-30,Sylhet,0,kaggle_shampabanik12
2022-01-01,Barishal,1,kaggle_shampabanik12
2022-01-01,Chattogram,1,kaggle_shampabanik12
2022-01-01,Dhaka,2,kaggle_shampabanik12
2022-01-01,Khulna,0,kaggle_shampabanik12
2022-01-01,Mymensingh,0,kaggle_shampabanik12
2022-01-01,Rajshahi,0,kaggle_shampabanik12
2022-01-01,Rangpur,0,kaggle_shampabanik12
2022-01-01,Sylhet,0,kaggle_shampabanik12
2022-01-02,Barishal,0,kaggle_shampabanik12
2022-01-02,Chattogram,1,kaggle_shampabanik12
2022-01-02,Dhaka,9,kaggle_shampabanik12
2022-01-02,Khulna,0,kaggle_shampabanik12
2022-01-02,Mymensingh,0,kaggle_shampabanik12
2022-01-02,Rajshahi,0,kaggle_shampabanik12
2022-01-02,Rangpur,0,kaggle_shampabanik12
2022-01-02,Sylhet,0,kaggle_shampabanik12
2022-01-03,Barishal,0,kaggle_shampabanik12
2022-01-03,Chattogram,26,kaggle_shampabanik12
2022-01-03,Dhaka,13,kaggle_shampabanik12
2022-01-03,Khulna,0,kaggle_shampabanik12
2022-01-03,Mymensingh,0,kaggle_shampabanik12
2022-01-03,Rajshahi,0,kaggle_shampabanik12
2022-01-03,Rangpur,0,kaggle_shampabanik12
2022-01-03,Sylhet,0,kaggle_shampabanik12
2022-01-04,Barishal,1,kaggle_shampabanik12
2022-01-04,Chattogram,0,kaggle_shampabanik12
2022-01-04,Dhaka,3,kaggle_shampabanik12
2022-01-04,Khulna,0,kaggle_shampabanik12
2022-01-04,Mymensingh,0,kaggle_shampabanik12
2022-01-04,Rajshahi,0,kaggle_shampabanik12
2022-01-04,Rangpur,0,kaggle_shampabanik12
2022-01-04,Sylhet,0,kaggle_shampabanik12
2022-01-05,Barishal,0,kaggle_shampabanik12
2022-01-05,Chattogram,2,kaggle_shampabanik12
2022-01-05,Dhaka,2,kaggle_shampabanik12
2022-01-05,Khulna,0,kaggle_shampabanik12
2022-01-05,Mymensingh,0,kaggle_shampabanik12
2022-01-05,Rajshahi,0,kaggle_shampabanik12
2022-01-05,Rangpur,0,kaggle_shampabanik12
2022-01-05,Sylhet,0,kaggle_shampabanik12
2022-01-06,Barishal,0,kaggle_shampabanik12
2022-01-06,Chattogram,6,kaggle_shampabanik12
2022-01-06,Dhaka,3,kaggle_shampabanik12
2022-01-06,Khulna,0,kaggle_shampabanik12
2022-01-06,Mymensingh,0,kaggle_shampabanik12
2022-01-06,Rajshahi,0,kaggle_shampabanik12
2022-01-06,Rangpur,0,kaggle_shampabanik12
2022-01-06,Sylhet,0,kaggle_shampabanik12
2022-01-07,Barishal,0,kaggle_shampabanik12
2022-01-07,Chattogram,0,kaggle_shampabanik12
2022-01-07,Dhaka,1,kaggle_shampabanik12
2022-01-07,Khulna,0,kaggle_shampabanik12
2022-01-07,Mymensingh,0,kaggle_shampabanik12
2022-01-07,Rajshahi,0,kaggle_shampabanik12
2022-01-07,Rangpur,0,kaggle_shampabanik12
2022-01-07,Sylhet,0,kaggle_shampabanik12
2022-01-08,Barishal,0,kaggle_shampabanik12
2022-01-08,Chattogram,0,kaggle_shampabanik12
2022-01-08,Dhaka,2,kaggle_shampabanik12
2022-01-08,Khulna,0,kaggle_shampabanik12
2022-01-08,Mymensingh,0,kaggle_shampabanik12
2022-01-08,Rajshahi,0,kaggle_shampabanik12
2022-01-08,Rangpur,0,kaggle_shampabanik12
2022-01-08,Sylhet,0,kaggle_shampabanik12
2022-01-09,Barishal,0,kaggle_shampabanik12
2022-01-09,Chattogram,3,kaggle_shampabanik12
2022-01-09,Dhaka,28,kaggle_shampabanik12
2022-01-09,Khulna,0,kaggle_shampabanik12
2022-01-09,Mymensingh,0,kaggle_shampabanik12
2022-01-09,Rajshahi,0,kaggle_shampabanik12
2022-01-09,Rangpur,0,kaggle_shampabanik12
2022-01-09,Sylhet,0,kaggle_shampabanik12
2022-01-10,Barishal,0,kaggle_shampabanik12
2022-01-10,Chattogram,1,kaggle_shampabanik12
2022-01-10,Dhaka,2,kaggle_shampabanik12
2022-01-10,Khulna,0,kaggle_shampabanik12
2022-01-10,Mymensingh,0,kaggle_shampabanik12
2022-01-10,Rajshahi,0,kaggle_shampabanik12
2022-01-10,Rangpur,0,kaggle_shampabanik12
2022-01-10,Sylhet,0,kaggle_shampabanik12
2022-01-11,Barishal,0,kaggle_shampabanik12
2022-01-11,Chattogram,1,kaggle_shampabanik12
2022-01-11,Dhaka,3,kaggle_shampabanik12
2022-01-11,Khulna,0,kaggle_shampabanik12
2022-01-11,Mymensingh,0,kaggle_shampabanik12
2022-01-11,Rajshahi,0,kaggle_shampabanik12
2022-01-11,Rangpur,0,kaggle_shampabanik12
2022-01-11,Sylhet,0,kaggle_shampabanik12
2022-01-12,Barishal,1,kaggle_shampabanik12
2022-01-12,Chattogram,12,kaggle_shampabanik12
2022-01-12,Dhaka,0,kaggle_shampabanik12
2022-01-12,Khulna,0,kaggle_shampabanik12
2022-01-12,Mymensingh,0,kaggle_shampabanik12
2022-01-12,Rajshahi,0,kaggle_shampabanik12
2022-01-12,Rangpur,0,kaggle_shampabanik12
2022-01-12,Sylhet,0,kaggle_shampabanik12
2022-01-13,Barishal,0,kaggle_shampabanik12
2022-01-13,Chattogram,0,kaggle_shampabanik12
2022-01-13,Dhaka,3,kaggle_shampabanik12
2022-01-13,Khulna,0,kaggle_shampabanik12
2022-01-13,Mymensingh,0,kaggle_shampabanik12
2022-01-13,Rajshahi,0,kaggle_shampabanik12
2022-01-13,Rangpur,0,kaggle_shampabanik12
2022-01-13,Sylhet,0,kaggle_shampabanik12
2022-01-14,Barishal,0,kaggle_shampabanik12
2022-01-14,Chattogram,0,kaggle_shampabanik12
2022-01-14,Dhaka,1,kaggle_shampabanik12
2022-01-14,Khulna,0,kaggle_shampabanik12
2022-01-14,Mymensingh,0,kaggle_shampabanik12
2022-01-14,Rajshahi,0,kaggle_shampabanik12
2022-01-14,Rangpur,0,kaggle_shampabanik12
2022-01-14,Sylhet,0,kaggle_shampabanik12
2022-01-15,Barishal,0,kaggle_shampabanik12
2022-01-15,Chattogram,0,kaggle_shampabanik12
2022-01-15,Dhaka,3,kaggle_shampabanik12
2022-01-15,Khulna,0,kaggle_shampabanik12
2022-01-15,Mymensingh,0,kaggle_shampabanik12
2022-01-15,Rajshahi,0,kaggle_shampabanik12
2022-01-15,Rangpur,0,kaggle_shampabanik12
2022-01-15,Sylhet,0,kaggle_shampabanik12
2022-01-16,Barishal,0,kaggle_shampabanik12
2022-01-16,Chattogram,0,kaggle_shampabanik12
2022-01-16,Dhaka,2,kaggle_shampabanik12
2022-01-16,Khulna,0,kaggle_shampabanik12
2022-01-16,Mymensingh,0,kaggle_shampabanik12
2022-01-16,Rajshahi,0,kaggle_shampabanik12
2022-01-16,Rangpur,0,kaggle_shampabanik12
2022-01-16,Sylhet,0,kaggle_shampabanik12
2022-01-17,Barishal,0,kaggle_shampabanik12
2022-01-17,Chattogram,0,kaggle_shampabanik12
2022-01-17,Dhaka,2,kaggle_shampabanik12
2022-01-17,Khulna,0,kaggle_shampabanik12
2022-01-17,Mymensingh,0,kaggle_shampabanik12
2022-01-17,Rajshahi,0,kaggle_shampabanik12
2022-01-17,Rangpur,0,kaggle_shampabanik12
2022-01-17,Sylhet,0,kaggle_shampabanik12
2022-01-18,Barishal,0,kaggle_shampabanik12
2022-01-18,Chattogram,1,kaggle_shampabanik12
2022-01-18,Dhaka,3,kaggle_shampabanik12
2022-01-18,Khulna,0,kaggle_shampabanik12
2022-01-18,Mymensingh,0,kaggle_shampabanik12
2022-01-18,Rajshahi,0,kaggle_shampabanik12
2022-01-18,Rangpur,0,kaggle_shampabanik12
2022-01-18,Sylhet,0,kaggle_shampabanik12
2022-01-19,Barishal,0,kaggle_shampabanik12
2022-01-19,Chattogram,2,kaggle_shampabanik12
2022-01-19,Dhaka,5,kaggle_shampabanik12
2022-01-19,Khulna,0,kaggle_shampabanik12
2022-01-19,Mymensingh,0,kaggle_shampabanik12
2022-01-19,Rajshahi,0,kaggle_shampabanik12
2022-01-19,Rangpur,0,kaggle_shampabanik12
2022-01-19,Sylhet,0,kaggle_shampabanik12
2022-01-20,Barishal,0,kaggle_shampabanik12
2022-01-20,Chattogram,0,kaggle_shampabanik12
2022-01-20,Dhaka,1,kaggle_shampabanik12
2022-01-20,Khulna,0,kaggle_shampabanik12
2022-01-20,Mymensingh,0,kaggle_shampabanik12
2022-01-20,Rajshahi,0,kaggle_shampabanik12
2022-01-20,Rangpur,0,kaggle_shampabanik12
2022-01-20,Sylhet,0,kaggle_shampabanik12
2022-01-21,Barishal,0,kaggle_shampabanik12
2022-01-21,Chattogram,0,kaggle_shampabanik12
2022-01-21,Dhaka,0,kaggle_shampabanik12
2022-01-21,Khulna,0,kaggle_shampabanik12
2022-01-21,Mymensingh,0,kaggle_shampabanik12
2022-01-21,Rajshahi,0,kaggle_shampabanik12
2022-01-21,Rangpur,0,kaggle_shampabanik12
2022-01-21,Sylhet,0,kaggle_shampabanik12
2022-01-22,Barishal,0,kaggle_shampabanik12
2022-01-22,Chattogram,0,kaggle_shampabanik12
2022-01-22,Dhaka,0,kaggle_shampabanik12
2022-01-22,Khulna,0,kaggle_shampabanik12
2022-01-22,Mymensingh,0,kaggle_shampabanik12
2022-01-22,Rajshahi,0,kaggle_shampabanik12
2022-01-22,Rangpur,0,kaggle_shampabanik12
2022-01-22,Sylhet,0,kaggle_shampabanik12
2022-01-23,Barishal,0,kaggle_shampabanik12
2022-01-23,Chattogram,0,kaggle_shampabanik12
2022-01-23,Dhaka,1,kaggle_shampabanik12
2022-01-23,Khulna,1,kaggle_shampabanik12
2022-01-23,Mymensingh,0,kaggle_shampabanik12
2022-01-23,Rajshahi,0,kaggle_shampabanik12
2022-01-23,Rangpur,0,kaggle_shampabanik12
2022-01-23,Sylhet,0,kaggle_shampabanik12
2022-01-24,Barishal,0,kaggle_shampabanik12
2022-01-24,Chattogram,1,kaggle_shampabanik12
2022-01-24,Dhaka,2,kaggle_shampabanik12
2022-01-24,Khulna,0,kaggle_shampabanik12
2022-01-24,Mymensingh,0,kaggle_shampabanik12
2022-01-24,Rajshahi,0,kaggle_shampabanik12
2022-01-24,Rangpur,0,kaggle_shampabanik12
2022-01-24,Sylhet,0,kaggle_shampabanik12
2022-01-25,Barishal,0,kaggle_shampabanik12
2022-01-25,Chattogram,0,kaggle_shampabanik12
2022-01-25,Dhaka,1,kaggle_shampabanik12
2022-01-25,Khulna,0,kaggle_shampabanik12
2022-01-25,Mymensingh,0,kaggle_shampabanik12
2022-01-25,Rajshahi,0,kaggle_shampabanik12
2022-01-25,Rangpur,0,kaggle_shampabanik12
2022-01-25,Sylhet,0,kaggle_shampabanik12
2022-01-26,Barishal,0,kaggle_shampabanik12
2022-01-26,Chattogram,0,kaggle_shampabanik12
2022-01-26,Dhaka,0,kaggle_shampabanik12
2022-01-26,Khulna,0,kaggle_shampabanik12
2022-01-26,Mymensingh,0,kaggle_shampabanik12
2022-01-26,Rajshahi,0,kaggle_shampabanik12
2022-01-26,Rangpur,0,kaggle_shampabanik12
2022-01-26,Sylhet,0,kaggle_shampabanik12
2022-01-27,Barishal,0,kaggle_shampabanik12
2022-01-27,Chattogram,0,kaggle_shampabanik12
2022-01-27,Dhaka,1,kaggle_shampabanik12
2022-01-27,Khulna,0,kaggle_shampabanik12
2022-01-27,Mymensingh,0,kaggle_shampabanik12
2022-01-27,Rajshahi,0,kaggle_shampabanik12
2022-01-27,Rangpur,0,kaggle_shampabanik12
2022-01-27,Sylhet,0,kaggle_shampabanik12
2022-01-28,Barishal,0,kaggle_shampabanik12
2022-01-28,Chattogram,0,kaggle_shampabanik12
2022-01-28,Dhaka,2,kaggle_shampabanik12
2022-01-28,Khulna,0,kaggle_shampabanik12
2022-01-28,Mymensingh,0,kaggle_shampabanik12
2022-01-28,Rajshahi,0,kaggle_shampabanik12
2022-01-28,Rangpur,0,kaggle_shampabanik12
2022-01-28,Sylhet,0,kaggle_shampabanik12
2022-01-29,Barishal,0,kaggle_shampabanik12
2022-01-29,Chattogram,0,kaggle_shampabanik12
2022-01-29,Dhaka,0,kaggle_shampabanik12
2022-01-29,Khulna,0,kaggle_shampabanik12
2022-01-29,Mymensingh,0,kaggle_shampabanik12
2022-01-29,Rajshahi,0,kaggle_shampabanik12
2022-01-29,Rangpur,0,kaggle_shampabanik12
2022-01-29,Sylhet,0,kaggle_shampabanik12
2022-01-30,Barishal,0,kaggle_shampabanik12
2022-01-30,Chattogram,0,kaggle_shampabanik12
2022-01-30,Dhaka,0,kaggle_shampabanik12
2022-01-30,Khulna,0,kaggle_shampabanik12
2022-01-30,Mymensingh,0,kaggle_shampabanik12
2022-01-30,Rajshahi,0,kaggle_shampabanik12
2022-01-30,Rangpur,0,kaggle_shampabanik12
2022-01-30,Sylhet,0,kaggle_shampabanik12
2022-01-31,Barishal,0,kaggle_shampabanik12
2022-01-31,Chattogram,1,kaggle_shampabanik12
2022-01-31,Dhaka,0,kaggle_shampabanik12
2022-01-31,Khulna,0,kaggle_shampabanik12
2022-01-31,Mymensingh,0,kaggle_shampabanik12
2022-01-31,Rajshahi,0,kaggle_shampabanik12
2022-01-31,Rangpur,0,kaggle_shampabanik12
2022-01-31,Sylhet,0,kaggle_shampabanik12
2022-07-01,Barishal,0,kaggle_shampabanik12
2022-07-01,Chattogram,3,kaggle_shampabanik12
2022-07-01,Dhaka,19,kaggle_shampabanik12
2022-07-01,Khulna,0,kaggle_shampabanik12
2022-07-01,Mymensingh,0,kaggle_shampabanik12
2022-07-01,Rajshahi,0,kaggle_shampabanik12
2022-07-01,Rangpur,0,kaggle_shampabanik12
2022-07-01,Sylhet,0,kaggle_shampabanik12
2022-07-02,Barishal,0,kaggle_shampabanik12
2022-07-02,Chattogram,1,kaggle_shampabanik12
2022-07-02,Dhaka,47,kaggle_shampabanik12
2022-07-02,Khulna,0,kaggle_shampabanik12
2022-07-02,Mymensingh,0,kaggle_shampabanik12
2022-07-02,Rajshahi,0,kaggle_shampabanik12
2022-07-02,Rangpur,0,kaggle_shampabanik12
2022-07-02,Sylhet,0,kaggle_shampabanik12
2022-07-03,Barishal,4,kaggle_shampabanik12
2022-07-03,Chattogram,5,kaggle_shampabanik12
2022-07-03,Dhaka,32,kaggle_shampabanik12
2022-07-03,Khulna,0,kaggle_shampabanik12
2022-07-03,Mymensingh,1,kaggle_shampabanik12
2022-07-03,Rajshahi,0,kaggle_shampabanik12
2022-07-03,Rangpur,0,kaggle_shampabanik12
2022-07-03,Sylhet,0,kaggle_shampabanik12
2022-07-04,Barishal,0,kaggle_shampabanik12
2022-07-04,Chattogram,3,kaggle_shampabanik12
2022-07-04,Dhaka,31,kaggle_shampabanik12
2022-07-04,Khulna,2,kaggle_shampabanik12
2022-07-04,Mymensingh,0,kaggle_shampabanik12
2022-07-04,Rajshahi,0,kaggle_shampabanik12
2022-07-04,Rangpur,0,kaggle_shampabanik12
2022-07-04,Sylhet,0,kaggle_shampabanik12
2022-07-05,Barishal,0,kaggle_shampabanik12
2022-07-05,Chattogram,0,kaggle_shampabanik12
2022-07-05,Dhaka,43,kaggle_shampabanik12
2022-07-05,Khulna,0,kaggle_shampabanik12
2022-07-05,Mymensingh,2,kaggle_shampabanik12
2022-07-05,Rajshahi,0,kaggle_shampabanik12
2022-07-05,Rangpur,0,kaggle_shampabanik12
2022-07-05,Sylhet,0,kaggle_shampabanik12
2022-07-06,Barishal,0,kaggle_shampabanik12
2022-07-06,Chattogram,0,kaggle_shampabanik12
2022-07-06,Dhaka,32,kaggle_shampabanik12
2022-07-06,Khulna,0,kaggle_shampabanik12
2022-07-06,Mymensingh,0,kaggle_shampabanik12
2022-07-06,Rajshahi,0,kaggle_shampabanik12
2022-07-06,Rangpur,0,kaggle_shampabanik12
2022-07-06,Sylhet,0,kaggle_shampabanik12
2022-07-07,Barishal,0,kaggle_shampabanik12
2022-07-07,Chattogram,0,kaggle_shampabanik12
2022-07-07,Dhaka,28,kaggle_shampabanik12
2022-07-07,Khulna,0,kaggle_shampabanik12
2022-07-07,Mymensingh,0,kaggle_shampabanik12
2022-07-07,Rajshahi,0,kaggle_shampabanik12
2022-07-07,Rangpur,0,kaggle_shampabanik12
2022-07-07,Sylhet,0,kaggle_shampabanik12
2022-07-08,Barishal,0,kaggle_shampabanik12
2022-07-08,Chattogram,0,kaggle_shampabanik12
2022-07-08,Dhaka,29,kaggle_shampabanik12
2022-07-08,Khulna,0,kaggle_shampabanik12
2022-07-08,Mymensingh,0,kaggle_shampabanik12
2022-07-08,Rajshahi,0,kaggle_shampabanik12
2022-07-08,Rangpur,0,kaggle_shampabanik12
2022-07-08,Sylhet,0,kaggle_shampabanik12
2022-07-09,Barishal,0,kaggle_shampabanik12
2022-07-09,Chattogram,0,kaggle_shampabanik12
2022-07-09,Dhaka,17,kaggle_shampabanik12
2022-07-09,Khulna,0,kaggle_shampabanik12
2022-07-09,Mymensingh,0,kaggle_shampabanik12
2022-07-09,Rajshahi,0,kaggle_shampabanik12
2022-07-09,Rangpur,0,kaggle_shampabanik12
2022-07-09,Sylhet,0,kaggle_shampabanik12
2022-08-01,Barishal,0,kaggle_shampabanik12
2022-08-01,Chattogram,17,kaggle_shampabanik12
